scene	summary
s08e18_scene003_0329_0349	"There is a power outage on the whole block. Stuart called and the transformer blew. It should be fixed by tomorrow. Howard will keep him at his mom's house.
"
s09e12_scene009_0770_0790	"Leonard discovered an asteroid and Sheldon is going to name it. Sheldon and Raj are going to help him choose a name for the asteroid, but it's not about them, it's about the asteroid.
"
s09e12_scene002_0251_0271	"Stuart is moving in a couple of days. He has already found an apartment. He thanks Howard and Bernadette for everything and is grateful for everything.
"
s09e06_scene012_0931_0951	"Penny and Bernadette don't know that Amy is seeing someone. Amy doesn't want to tell them because it's new and weird and she's trying to figure it out.
"
s09e01_scene010_0857_0873	"Stuart thinks it's time to do the wrong thing. He sent a message with the wrong label. Amy is doing the same thing right now.
"
s08e05_scene004_0583_0591	"Leonard and Sheldon sent the girls away so they could focus. Sheldon doesn't think it worked, because it looks like a wiener to Raj and Raj.
"
s09e09_scene011_0861_0881	"Howard wants to go to Mars. He wants to bring his wife with him. Elon will send him an e-mail with an offer of a job as an engineer.
"
s09e13_scene005_0527_0547	"Sheldon apologizes to Leonard for being mean to him when he was sick. Sheldon wants to be included on Leonard's trip. Leonard is grateful for Sheldon's apology.
"
s08e08_scene010_0956_0967	"Leonard and Penny are going to the prom. They wish no one else was coming, but it will be fun to have a prom without all the drama.
"
s09e11_scene005_0426_0446	"Sheldon is thinking of getting her an all-expense-paid trip to the Wisconsin Sheep and Wool Festival. He doesn't want her to go alone.
"
s09e20_scene006_0349_0369	"Howard is going to say something to Raj. Bernadette doesn't think he needs to rein it in. Raj is trying to be supportive, but it's over the top.
"
s09e02_scene010_0941_0961	"Leonard doesn't understand why Penny wants to be with him. Leonard and Penny need to stop being scared of losing each other and just be with each other.
"
s09e18_scene001_0255_0275	"Emily left Raj his own milk to eat the cookies with on his doorstep as a belated Valentine's Day gift. Penny got it for him before they split up.
"
s09e15_scene011_0492_0512	"It's Valentine's Day. Maitre d&#8217; had to work tonight. Glen's girlfriend is bummed about it. Penny has been waiting a while.
"
s09e01_scene001_0287_0291	"Amy would make them feel awkward. Sheldon and Amy would make everyone feel awkward, because that's their thing. They make people feel awkward because they make them uncomfortable.
"
s09e17_scene011_0871_0891	"Beverley, Leonard, Raj and Sheldon are talking about Gandhi, Sheldon Cooper and Barry. Barry is talking too much and is annoying Beverly and Leonard.
"
s09e20_scene015_0929_0949	"Raj found four dollars and change on the beach with his metal detector and buried it there so they could go home. Howard is trying to find out who found it.
"
s08e12_scene000_0083_0103	"Penny, Amy and Sheldon are going to go horseback riding today. Penny and Amy are in charge. Sheldon is going to be green this time and he can be green next time.
"
s09e01_scene008_0758_0778	No, of course not. (stammers instead of fighting, why don't we dim the lights, um, get naked and make a baby? I was trying to lighten the mood. It's not easy. You try it.
s09e10_scene002_0160_0180	"Leonard and Penny are patient with Sheldon. Sheldon has a song stuck in his head, but he can't remember what it is. Sheldon was always afraid this day would come.
"
s09e15_scene003_0140_0155	"Raj and Claire will talk again in a few days. Raj broke up with his girlfriend right before Valentine's Day. Claire has just got back with her boyfriend.
"
s09e19_scene009_0687_0707	"Sheldon has a storage unit. Sheldon wants Amy to hold the computer. Amy will do it. She has had it for a long time. She will hold it for Sheldon.
"
s09e10_scene004_0246_0266	"There is a Department for Outer Space Affairs at the United Nations. It exists in case we ever make contact with an alien civilization. It's boring, boring and boring.
"
s09e06_scene006_0412_0432	"Leonard and Sheldon are looking for Sheldon. Their bodies were found in a nondescript, white panel van. Sheldon is not sure if it's him.
"
s08e18_scene003_0409_0429	"Howard and Bernadette are going to invite everyone over for dinner to eat 20 pounds of food that Howard had to get rid of. It will be like Ma feeding them one last time.
"
s09e11_scene008_0544_0564	"Amy is spending her birthday with Sheldon. Bernadette and Penny will take her to the new Mexican place on Green Street. They will also take her for a bikini wax for her birthday.
"
s09e09_scene010_0754_0774	"Amy wants Sheldon to be happy. She wants him to believe her. Sheldon believes her and wants her to believe him. She is doing okay. She sent him a message.
"
s09e16_scene009_0809_0823	"Amy will sing karaoke with Sheldon and Bernadette. Sheldon is drunk and sent Amy a drunk text asking her to join them. He used a period instead of a question mark. He's drunk.
"
s09e17_scene001_0152_0172	"Amy made Sheldon's last birthday memorable. She will throw a party for his birthday. Penny and Leonard will come to the party, because they live here.
"
s08e01_scene001_0179_0199	"Leonard will pick Sheldon up from the police station. Sheldon was robbed and they took his phone, his wallet, his iPad, everything. Sheldon is wearing borrowed pants.
"
s09e01_scene003_0382_0402	"Sheldon was told it would make everyone feel uncomfortable, so he'll just stay out here and pretend that he doesn't have to go to the bathroom. Howard will do something.
"
s09e19_scene004_0357_0377	"Amy gave Sheldon a new laptop. She sent it to him as a gift. Sheldon is impressed with the 4K resolution of the laptop and wants to use it on Skype.
"
s09e15_scene013_0624_0644	"Bernadette will have to wait one hour until she can go swimming again. Bernadette and Howard are going to name their rabbit Valentino for Valentine's Day.
"
s09e20_scene009_0484_0504	"Howard and Bernadette are going to have a baby. Raj wants to be a part of it, but they have to set some boundaries.
"
s08e05_scene008_0965_0985	"Bill Murray is studying the effect of negative reinforcement on ESP ability. Bill Murray got it wrong. Howard, Leonard, Sheldon and Raj are going to watch the whole movie.
"
s09e08_scene002_0287_0307	"Amy is going to the new Italian place on Walnut. Penny and Bernadette are going to have tea and basketball with Tall British Dave. Amy will look for new shoes.
"
s09e20_scene001_0168_0174	"Amy is trying to manipulate Sheldon into going on a trip with Leonard. Sheldon thinks Leonard might come back smarter than him. She sent him a message about it.
"
s09e09_scene000_0064_0084	"Penny, Leonard, Bernadette and Raj are volunteering at the soup kitchen, feeding food to the homeless. Howard is going to the soup kitchens too.
"
s09e13_scene001_0255_0272	"Amy is going to take pictures of Detroit when it's sleeting. Penny was unpleasant when she got food poisoning, because she threw up so loudly. Amy will take pictures.
"
s09e12_scene010_0888_0908	"Amy is an asteroid. Sheldon and Koothrappali discovered an asteroid and named it after her. Amy is very happy about it. She is not sure what to say next.
"
s08e08_scene002_0294_0314	"Leonard and Raj are going to go to a fake prom together. Penny thinks the whole idea is lame, but Raj thinks it's a dream come true for him.
"
s09e06_scene007_0685_0705	"Penny, Bernadette, Howard and Amy give him a thumbs down. Amy is starting to feel guilty. She will throw a fish at him.
"
s09e12_scene011_0954_0974	"Penny is Leonard's mother and she has a man-child named Sheldon living with her. Dr Gallo wasn't sure if Sheldon was real.
"
s09e01_scene012_0957_0977	"Penny is on the market and Sheldon is interested in Mandy Chao. She's brilliant and attractive. She can do better than Leonard. Sheldon is on a market now.
"
s09e10_scene006_0393_0413	"Amy is going out with Dave again. Dave spent an entire date talking about how much he loves Sheldon. Amy is making dinner. Dave is coming to Amy's place.
"
s09e15_scene018_1029_1049	"Sheldon and Amy's relationship is stronger than ever. Leonard and Penny wish Sheldon and Amy happy Valentine's Day and wish them the same for themselves.
"
s09e20_scene016_1051_1065	"Sheldon has never pushed all the buttons in an elevator before, but Amy knows he has done it in the past, too, as they all have a past.
"
s09e09_scene005_0390_0410	"Soup Kitchen Manager tells Howard and Bernadette to wash dishes. Howard doesn't like that he won't be up front where the action is and wants some more.
"
s08e15_scene004_0485_0505	Amy (in flashback)Boy, I just can't seem to get these scissors back together. Can you do it? Darn it. There's something in my eye, and I need to sort these coins by size. Can you help?
s09e13_scene000_0104_0124	"Bernadette brought Sheldon a care package from work. It's the latest antiviral and the best decongestant they make. Sheldon thinks it's a joke.
"
s08e12_scene006_0643_0663	"Howard is surprised that Raj has become religious. He has known Raj for ten years and Raj has never gone to temple, he has never talked about believing in God, and last Diwali he ate two pounds of sacred cow.
"
s09e18_scene001_0235_0255	"Bernadette is pregnant and has morning sickness. She also has a heightened sense of smell. Howie hid Girl Scout cookies, so Bernadette will have to make her own milk to eat the cookies.
"
s09e13_scene000_0124_0144	"Emily went to medical school. Sheldon is a dermatologist. Sheldon should try removing the irritating patch of brown skin on his skin and let Emily take a look at it.
"
s09e08_scene009_0918_0938	"Raj believes Sheldon will meet someone when the time is right and not because of a test or a Web site, but because they are the dreamers of dreams.
"
s09e06_scene006_0532_0552	"Sheldon decoded the headers on Man's e-mail and showed him the essence of a Mexican standoff, which is that no one can walk away from the conflict without incurring harm.
"
s09e16_scene003_0376_0396	"Raj read that in Los Angeles, raising a child through college can cost over a million dollars. Howard will ask Bernadette for a raise in his allowance to afford it.
"
s08e05_scene009_1024_1027	It really does hold up.
s09e11_scene002_0239_0259	"Arthur thinks Sheldon should skip the premiere of Star Wars. Sheldon loves the girl and wants to show her how important Star Wars is to him by seeing the movie she'd want him to see.
"
s09e09_scene012_0962_0982	"Amy would eat the eel, fight the shrimp, and befriend the pufferfish. Sheldon would eat Seal, hagfish, and SpongeBob SquarePants.
"
s09e20_scene004_0308_0315	"Howard and Bernadette conceived without him. It's a sore spot for them, but they don't want to bring it up. It was a part of the experience.
"
s09e10_scene012_0782_0802	"Sheldon is annoyed by a song that he finds relentlessly irritating. Sheldon is wondering if anyone has ever dealt with something so relentlessly irritating in their lives.
"
s09e17_scene004_0271_0291	"Raj's favorite Batman is Adam West, after Michael Keaton, Christian Bale and Batman from The Lego Movie. Leonard and Howard don't want to say that to him.
"
s09e06_scene006_0432_0452	"Leonard is Leonard. Sheldon is Sheldon. Skippy is Skippy Cavanaugh. They are going to give the money back to the man, but he has to give them helium first.
"
s09e12_scene004_0386_0406	"Leonard's mother, Beverly Hofstadter, is Leonard's mother. Dr Gallo has read all of her books. He does not agree with her theories on child rearing.
"
s09e10_scene014_0997_1002	"Leonard is the lint trap of Penny's love, he's the lINT trap of her love. He sent her a lint message.
"
s09e13_scene008_0699_0716	"Stuart wasn't invited to the party bus trip to Las Vegas this weekend, so he doesn't know what size T-shirt to take with him.
"
s09e17_scene002_0201_0221	"Leonard tricked him into thinking Batman was coming to his party. Stuart tried to get Adam West to do a signing here once, but there was a scheduling conflict. Howard, Leonard and Raj will try to get Batman to show up.
"
s09e12_scene010_0928_0932	"Amy is going to say something to Sheldon and the girls, but she doesn't know what to say now. She will say something later, though.
"
s09e01_scene006_0533_0553	"Penny sent a message to Leonard about her relationship with him. Leonard is Penny's best friend and she thinks he's got a friend in her, too.
"
s08e15_scene004_0385_0405	"Sheldon is very excited about Barry Kripke. Penny is not folding it for him. She will give him the folded piece of paper to do it himself.
"
s09e02_scene007_0660_0675	Anyway, let's not spend any more time talking about her. We're here to talk about flags. Tonight's theme flags of countries that have been torn apart and the women I have a feeling were responsible.
s08e08_scene001_0115_0135	"Bernadette and Amy brought snacks for movie night. They also brought napkins, clean bowls, utensils and a roll of toilet paper. Penny folded her clothes to make room in her closet.
"
s09e19_scene005_0443_0463	"Penny is having fun working on the prototype. Penny used to have fun in nightclubs and drinking games. This time next year she'll have a coin collection. Man wants to see a free screening of an upcoming movie, but Leonard can't go.
"
s09e01_scene009_0800_0820	"Sheldon wants to send the ring back to Mrs Cooper, but she doesn't want him to send it back yet. Sheldon is done with women. Mrs Cooper thinks it's all part of God's plan.
"
s09e13_scene000_0064_0084	"Sheldon will be able to return to work tomorrow. Raj and Penny are happy for him, but Sheldon is not. Sheldon knows that Raj's sarcastic ""yay"" was sarcastic.
"
s09e09_scene014_1098_1118	"Leonard and Sheldon had a nice time with Amy. Penny has never been friends with any of her ex-boyfriends. Amy is on her way home from her mother's.
"
s08e01_scene001_0159_0179	"Leonard will pick up Sheldon from Kingman, Arizona. Penny wants to do yoga with him. Leonard will have some coffee and then he will tell Penny how much he won't be doing that.
"
s09e20_scene004_0268_0288	"Bernadette is watching a childbirth video of a woman giving birth in a river. Howard thinks it's the least Jewish thing he's ever seen in his life.
"
s09e08_scene006_0559_0579	"Leonard, Penny, Bernadette and Dave are having a party. Leonard sees him and he's having a nice time, but he can't hear what they're saying. Amy has never been married.
"
s08e12_scene006_0683_0703	"Raj finds it offensive that Howard thinks that everything he knows about Hinduism comes from Indiana Jones and Apu from The Simpsons. Many scientists believe in God. Even Einstein was famous for attacking quantum theory.
"
s09e06_scene000_0005_0025	"A Swedish team of physicists is trying to scoop up Sheldon's super- fluid vortex experiment. Leonard is not happy about it, because Sheldon's face is pleasingly symmetrical.
"
s09e09_scene006_0462_0477	"Amy has been seeing other men. Sheldon wants to know if she's had coitus with any of them. Amy doesn't know what to talk about.
"
s09e06_scene004_0274_0294	"Leonard is going to spend grant money on helium for the experiment. Sheldon thinks it's unethical. Dr. Goldfarb bought an electron microscope and he was keeping a Russian girl in an apartment in Van Nuys.
"
s09e18_scene003_0556_0568	"Raj will leave Amy and Bernadette to their girls' night. He doesn't want to stay with them. Penny will say hi to Emily for them.
"
s09e15_scene007_0254_0257	"Bernadette doesn't know how to turn off the jets. She doesn't even know where the strainer is, because she doesn't have it.
"
s09e12_scene009_0750_0770	"Leonard and Sheldon discovered a medium-sized asteroid together. Dr. Gallo made Leonard realize that he's a worthwhile person and that his feelings matter.
"
s09e10_scene007_0451_0471	"Raj and Howard are going to post a comment back to their fan and thank him for his kind words. They want to write something bad-ass, like ""They might be Footprints on the Moon"".
"
s09e11_scene012_0912_0932	"Amy's present is for Sheldon to be intimate with her tonight. She will give it to him. She doesn't understand why they are saying ""give it to her"" like that.
"
s08e15_scene002_0220_0240	"Sheldon left string theory because he decided it was a dead end. She helped Barry Kripke make an advancement in string theory. Sheldon's rival helped Barry. Sheldon is angry about it.
"
s09e15_scene018_0969_0989	"Sheldon hasn't spoken to Rajesh for over ten minutes. Amy is upset with him for not being sympathetic about his break-up with Dr. Farrah Flower Present.
"
s09e17_scene008_0481_0486	"Penny and Beverley got married in Vegas and didn't invite Beverley. Beverley never thanked Penny for that, as she never thanked her for that.
"
s09e16_scene014_0981_1001	"Leonard and Sheldon are singing about the land where their fathers died. Sheldon's father died. Leonard's song is ""Push it real good. Let freedom ring"".
"
s09e02_scene008_0818_0838	"Leonard's mother didn't tell him she loved him for many years. Leonard wonders if that's why he has such a dysfunctional relationship with Sheldon. Leonard doesn't want to go to a therapist.
"
s09e09_scene001_0139_0159	"Amy wants to go to Myanmar catfish with Sheldon. They will go as friends. She will take whoever she wants and they will eat the catfish together.
"
s08e08_scene013_1095_1115	Okay. Here we go... Say 'Cheese'! Say 'Cheese'! Say 'Cousin'! Say...
s09e18_scene000_0149_0169	"Attorney owns a majority share of Dr. Hofstadter's company because it's university policy. Leonard, Sheldon and Attorney do all the work and only end up with 25% of the company. The university has been paying the three of them for ten years.
"
s09e17_scene011_0971_0991	"Penny, Amy, Sheldon and Penny wish Sheldon a happy birthday. Stephen Hawking sends him a birthday message via Skype. Sheldon is surprised to hear him singing.
"
s09e13_scene010_0814_0834	"Penny and Sheldon had a fight. She used harsh language and slammed the door. Sheldon went to Emily's to smooth things over. They're not going on the trip.
"
s08e01_scene013_0982_1002	"Howard and Bernadette are excited to see Sheldon. Penny got a job today because the guy who interviewed her loves Bernadettes. She got the job because he loves her.
"
s09e08_scene009_1018_1030	"She was late, she was boring and she found atomic spectroscopy boring. Sheldon sent her away. Raj is angry at Sheldon for sending her away because she was late.
"
s09e20_scene007_0390_0410	"Penny is going to the Indigo Girls concert. Sheldon and Amy didn't have to check each other for ticks when they walked in from the car, so they don't have any to check.
"
s09e13_scene005_0507_0527	"Leonard didn't know Bruce Willis was dead the whole time in M. Night Shyamalan's movie. Sheldon is going to apologize to Leonard for that.
"
s09e06_scene003_0170_0190	"Stuart went out on a date the other night. He's using some kind of dating app on his phone. Penny and Bernadette will get Amy to try it.
"
s09e01_scene002_0332_0339	"Leonard got a vibrating coaster as a gift. Penny and Leonard are worried about their names being called and if they will be called. They will be fine.
"
s09e16_scene003_0336_0356	"Bernadette talked to him about it and he started to calm down. Leonard thinks he might be overreacting. Howard shouldn't be raising a kid, he doesn't even eat his own vegetables.
"
s09e06_scene003_0230_0233	First time it happens I will let you know.
s09e09_scene010_0774_0777	I'd believe you more if you threw a few Apple Jacks in here.
s09e20_scene011_0686_0695	"Bernadette is sad. Howard will go get the bear and bring it back to her. He will also bring back the bear to his place.
"
s09e15_scene006_0208_0210	Catchy.
s08e05_scene007_0846_0866	"Penny has to study. Amy and Penny will help her study so she can get done quicker. Penny will quiz Amy and Amy will help Penny study.
"
s09e10_scene014_0957_0977	"Sheldon's song is about Amy and how she made his life better. Penny doesn't understand why the song was in his head. She's not old enough to have a song from the '60s written about her.
"
s09e01_scene007_0574_0594	"Bernadette and Howard's wedding was beautiful. Sheldon and Amy are not sure if they are broken up or not. Amy's eggs have a sell-by date, so she should think fast.
"
s09e09_scene009_0657_0677	"Leonard and Penny are close to the new Star Wars movie. Penny is surprised that it says ""Penny's beauty, like their love, grows more with each passing day"".
"
s09e11_scene000_0057_0077	"Leonard, Sheldon, Howard and Raj are going to see Steel Magnolias 2 Even Steelier. The tickets have already gone on sale. Sheldon can't get in.
"
s09e12_scene000_0004_0024	"Amy made it safely to her hotel. It's not the best Best Western she's been to, but it's the third best. Sheldon knows that the Best Buy by his house is only the 3rd best Best Buy.
"
s08e12_scene004_0410_0430	"Leonard, Sheldon, Penny and Amy are in the lingerie section. Sheldon doesn't understand why women insist on buying clothes. Penny, Sheldon and Amy will do what Penny does.
"
s09e02_scene002_0204_0224	"Leonard made out with Mandy Chao. Howard knew about it the whole time, but Leonard asked him to keep it to himself. Raj and Howard are going to talk about it later.
"
s09e20_scene012_0778_0786	"Leonard has a lot of credit card debt. Sheldon is calling it a day. He won the game, so he's going to pay it off.
"
s09e19_scene004_0377_0397	"Amy wants Sheldon to bring in his old one to recycle it, but he doesn't want to. He will get store credit instead, as long as he's happy.
"
s08e08_scene000_0023_0043	"They went out for dinner and then went back to the home they share. They probably fell asleep in the matching pajamas she got them, because they both love penguins.
"
s09e16_scene015_1005_1025	I'd like to dedicate my last song of the evening to my wife, best friend, and... now the mother of our child. I love you, Bernie. ♪ ♪ ♪ Havin' my baby ♪ ♪ What a lovely way of sayin' ♪ ♪ How much you love me ♪
s09e06_scene013_1018_1030	"Sheldon and Leonard don't like being extorted by him, but they have no other choice but to do it, as it's the only option.
"
s09e18_scene004_0715_0728	"Howard has tried to work with him before, but it hasn't gone well. Bernadette wonders if the fetus is helping him this time, but Howard thinks it's cheating.
"
s09e12_scene000_0064_0084	"Amy is at a conference this weekend. Howard and Bernie are getting the house ready for the remodel. Raj will be in the telescope room all weekend scanning for rogue planets.
"
s09e20_scene008_0449_0469	"Amy, Leonard, Sheldon and Penny will play some board games. Penny and Leonard will light a fire. Sheldon has never lit a real fire before.
"
s09e06_scene013_0998_1018	"Barry will give Leonard and Sheldon his helium. Leonard will add Barry's name to his paper. Barry will walk out of the classroom backwards for dramatic effect.
"
s09e17_scene009_0489_0509	"Amy, Penny and Sheldon are going to meet. Sheldon is feeling a little light-headed, so he needs a minute to catch his breath and get ready.
"
s09e08_scene005_0477_0497	"Sheldon, Raj and Howard are congratulating her on her first step towards a lifetime of laughter, love and, best of all, rules. She sounds too good to be true.
"
s09e09_scene012_0902_0922	"There was a Thanksgiving buffet in an aquarium cafeteria. They gave a Pilgrim hat to a baby. Sheldon is upset about it. Sheldon and Amy will play an ocean-themed game.
"
s09e10_scene010_0709_0724	"Howard found him on Twitter, Instagram and Snapchat. Bernadette wants to marry Trent, but Howard doesn't think she should. Raj thinks she should marry Trent instead.
"
s09e17_scene011_0811_0831	"Sheldon wants to hear Wolowitz say something wonderful about him. Wil Wheaton, Howard and Sheldon will listen to Wolowitz. Sheldon and Wil have had their ups and downs.
"
s09e11_scene009_0626_0646	"Arthur wants to know why Angie Dickinson's bedroom is never Angie's bedroom. Sheldon is here because he has decided to be physical with his girlfriend and he's never done that before.
"
s09e16_scene000_0057_0077	"Howard, Bernadette and their sisters are going to say ""We are Groot"" and ""See spoons for more"". They are also going to be the champions.
"
s09e02_scene007_0620_0640	Hello. I'm Dr. Sheldon Cooper, and welcome to 'Sheldon Cooper Presents You may notice that I'm holding a remote control. That's because my cameraperson and co-host, Dr. Amy Farrah Fowler, has chosen to end her relationship with me. I'm going to pause here to let that sink in.
s09e10_scene014_0977_0997	"Sheldon is going to see Penny. She's like the dryer sheets of his heart. Leonard wants to be like Sheldon's heart too, but he's not sure.
"
s09e13_scene000_0004_0024	"Penny saw a movie trailer the other day. Bernadette, Emily and Penny don't understand how Batman could fight Superman. Penny has seen Iron Man.
"
s09e09_scene012_1022_1030	"Amy misses a game she's never played before. She misses it because it's the first time she's played it. Sheldon thinks she's silly.
"
s09e01_scene011_0876_0896	"Penny didn't want to go through with the wedding. Leonard was worried she wasn't going to be faithful. Sheldon thinks Penny is not easy to lift.
"
s09e18_scene003_0416_0436	"Bernadette, Amy, Raj, Penny and Bernadette are talking about the outfit that she bought. It costs $500 and goes for $500 up.
"
s08e01_scene009_0679_0688	"Dan has an insulin pump and Penny doesn't know it. He has to explain it to Penny and other people. He will do it later.
"
s09e16_scene001_0186_0206	"Raj didn't discover the new planet in the solar system because he was busy making jam for the holidays. He will let Sheldon and Leonard know when he wins the Nobel Prize for boysenberry.
"
s09e20_scene015_0949_0969	"Raj buried it there so they could go home. Bernadette made a person out of it, so they can go home now. She is very happy.
"
s09e12_scene011_0994_0995	I do not need sudden fits of homicidal rage.
s09e06_scene002_0168_0169	Four questions. There answer's four.
s09e20_scene010_0562_0582	"Penny, Sheldon, Leonard and Amy are going to play a drinking game called Never Have I Ever. The rules are simple. Someone says something they've never done, but if you have done it, you take a drink.
"
s09e01_scene008_0698_0718	"Leonard and Penny were both drunk and she smelled like an ashtray, so it wasn't sexy, but Penny doesn't want to tell him about it.
"
s09e06_scene006_0552_0572	"Sheldon decoded the headers on Kenneth Fitzgerald's e-mail and found out where he lives and where he works. He threatens to report him to the authorities if he doesn't give them helium.
"
s08e15_scene002_0200_0220	"Sheldon is mad at Amy. Amy helped Barry Kripke make an advancement in string theory. Amy left pit stains in Sheldon's favorite crop top, but he doesn't care.
"
s09e12_scene010_0908_0928	"Amy and Sheldon are going to name their children Rajesh if they get an asteroid and if they have children, all of them have to be named Rajesh.
"
s09e17_scene010_0599_0619	"Penny wants to come in, but no one will let her in. Sheldon e-mails her his bathroom schedule once a week, even though Penny has clicked unsubscribe a thousand times.
"
s09e17_scene009_0569_0570	I still get paid, don't I?
s09e15_scene015_0848_0856	"Barry wants to know how many men Amy had sex with. Amy doesn't want to tell him, but he has a flag question. Amy will answer.
"
s09e16_scene010_0825_0845	"Raj is going to see a movie. He will sit next to a woman sitting in yellow in the row next to him. Leonard's song is about a move.
"
s09e19_scene006_0485_0505	"Penny moved to Caltech from Nebraska to be an actress and now she's helping to build a prototype for a high-tech guidance system. Bernadette has made 14 of them.
"
s09e08_scene009_0998_1018	"Vanessa is a special lady. Sheldon loves physics, archaic languages and flags of the world. Sheldon is a bit of a unicorn. Sheldon missed the deadline and has to play.
"
s08e12_scene009_0969_0989	"Howard is visiting his first Hindu temple. Raj tells him about Sikhara, a Sikhara is a tower that symbolizes the connection between the human and the divine.
"
s09e09_scene001_0159_0179	"Amy and Sheldon are going to spend Thanksgiving in the aquarium cafeteria together. They will see each other on Thanksgiving morning, as they will be eating in the cafeteria.
"
s09e13_scene004_0435_0455	"Amy wants Sheldon to apologize to them. Sheldon feels left out. Sheldon has empathy and will go on their trip. He will work on it.
"
s09e10_scene012_0802_0822	"Leonard, Sheldon and Penny are discussing the history of brilliant minds descending into madness. For every Newton who had a psychological issue, there's an Edison who was just a jerk.
"
s09e11_scene012_0872_0892	"Sheldon will take Amy for a birthday dinner. They will go to a place east of here, where they might find the balloon. Amy doesn't want to eat, so they will do presents.
"
s09e02_scene008_0778_0798	"Leonard told Penny what happened between him and Mandy. Penny is concerned about them seeing each other at work. Leonard didn't tell her because he didn't want to keep any secrets between them.
"
s09e18_scene002_0386_0406	"Leonard and Howard will split any profits three ways. Sheldon will write a contract about the split of the profits between himself, Howard and Leonard. He will be the one who decides who should be the party who splits the profits.
"
s09e13_scene011_0899_0919	"Howard, Bernadette, Leonard, Raj and Penny are going to have a champagne toast to a well-deserved weekend of fun. They are going on a trip.
"
s09e06_scene012_0971_0976	"Amy has been out with three guys. Stuart wants it to be less than two. Amy has gone out with 3 guys so far, but it's more than two so far.
"
s08e12_scene010_1072_1092	"Leonard, Penny and Amy are going to meet every Sunday. Sheldon has a soldier's helmet from 16th century China. It's an excellent basket.
"
s09e08_scene001_0165_0185	"It was Howard and Raj who found Amy Farrah Fowler for Sheldon. Sheldon is looking for his next girlfriend. Sheldon thinks Amy hurt him, but he doesn't regret using their services again.
"
s09e10_scene009_0593_0613	Dear Crazy Future Sheldon... this is a thermostat. It controls the temperature of the apartment. The ideal setting is 72 degrees. If you find this too cold, then put on a jacket. A straitjacket, 'cause 72's the best and you're crazy.
s09e02_scene010_0921_0941	"Leonard is worried Penny will leave him for someone more like him. Penny gets it and is not surprised by it. She is not going to leave Leonard.
"
s09e10_scene015_1090_1110	"Amy is on a date with Dave Gibbs, who is a huge fan of Sheldon's work. Sheldon didn't know Amy was on a dates.
"
s09e18_scene006_0843_0863	"Sheldon has stipulated in the contract that Leonard's contributions to their invention are as valuable as his own. Leonard and Howard keep saying Sheldon's contributions aren't as valuable.
"
s09e20_scene013_0789_0809	"Raj has overstepped his bounds and needs to start doing his part around here. Howard and Bernadette will try out the microphone Raj got them and listen to the baby's heartbeat.
"
s09e15_scene010_0437_0457	"Bernadette and Howard found an injured rabbit in a hot tub. They need to save it. Bernadette is going to wrap it in a towel and take care of it.
"
s09e16_scene001_0246_0266	"Leonard and Penny are going to have a baby. Penny is pregnant, so she's the other baby in the group. She will shave once every 11 days and eat graham crackers.
"
s08e15_scene002_0240_0260	"Penny is sorry she didn't have a camera. Sheldon is sorry he had to see that. Sheldon says there's nothing more important than the advancement of science.
"
s09e12_scene005_0482_0502	"Bernadette and Stuart will let them know when they're all settled in. Stuart is happy he is happy with Bernadette. He loves her. He can't thank them enough.
"
s09e17_scene011_0731_0751	"Leslie Winkle and Leonard haven't talked for a while. Leonard got married to Penny. Leslie thought he'd be living with Sheldon forever.
"
s08e08_scene005_0568_0588	"Leonard and Sheldon are going to prom. Sheldon is spiking the punch with pomegranate juice. It's all the fun of high school high jinks with the cell-protecting antioxidants.
"
s09e01_scene001_0227_0247	"Amy will let Sheldon know when she's ready to talk to him. The Lord of the Rings trilogy was nearly 11 hours long, which is more than Sheldon had expected.
"
s09e16_scene001_0226_0246	"Howard is going to be a father. Sheldon, Raj, Leonard and Howard are going to have a child. Sheldon is worried about their plans for the future.
"
s09e02_scene004_0359_0379	"Bernadette is mad at Howard for blabbing to her what Leonard did on the North Sea. She's also mad that she had to hide it from Penny for two years. Howard will take care of the credit card bill this month.
"
s08e05_scene006_0699_0719	"Sheldon, Howard and Raj will use operant conditioning techniques to keep from getting off topic. The techniques were used to teach pigeons to play ping-pong, but Raj is sceptical.
"
s09e09_scene009_0637_0657	"Leonard wants Penny to read something she wrote in his online journal from the day they first met. Penny doesn't want to read it. Leonard will read it to her.
"
s09e10_scene011_0747_0767	"Amy is thinking of moving to a better place as she doesn't need to be so close to the brilliant physicist that she now knows. He doesn't drive and he lives in the area.
"
s09e11_scene005_0386_0406	"Sheldon will come to Bernadette to discuss Amy's birthday gift with her. Sheldon has come up with three ideas so far and wants her to help him choose the perfect gift.
"
s09e06_scene010_0836_0856	"Amy went on a date with Dave last night. Bernadette would love to take her out again. Penny, Raj, Howard, Amy and Bernadettes are shocked.
"
s09e01_scene001_0267_0287	"Amy is going to Howard and Bernadette's to watch the wedding. She's not taking a guy. She will be with her friends. Sheldon wasn't invited.
"
s08e15_scene004_0505_0525	"Amy wants to eat a banana, but it's stuck inside a bamboo puzzle box. She will let it go now, as Sheldon will let her go.
"
s09e13_scene004_0475_0495	"Leonard made Sheldon soup. Sheldon was mean to him. Sheldon feels bad about it. Amy feels bad for helping Sheldon feel bad for lying to her.
"
